id,name,description,category,price,usable_in_battle,usable_outside,effect,sprite
mega-cuff,Méga-Manchette,Un bracelet aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-cuff.png
mega-glasses,Méga-Lunettes,Des lunettes aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-glasses.png
mega-glove,Méga-Gant,Un gant aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-glove.png
mega-pendant,Méga-Pendentif,Un pendentif aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-pendant.png
mega-ring,Méga-Anneau,Un anneau aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,gameplay,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-ring.png
mega-stickpin,Méga-Pin’s,Un pin’s aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-stickpin.png
mega-tiara,Méga-Tiare,Une tiare aux pouvoirs mystérieux permettant à un Pokémon de méga-évoluer au combat s’il tient la bonne Méga-Gemme.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-tiara.png
meltan-candy,Bonbon Meltan,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""meltan""}",
member-card,Carte Membre,Carte nécessaire pour entrer à l’auberge de Joliberges. Le dernier tampon date d’il y a 50 ans!,event-items,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/member-card.png
mental-herb,Herbe Mental,Objet à tenir qui annule l’attirance d’un Pokémon. Ne peut être utilisé qu’une fois.,held-items,4000,false,true,"{""type"":""held"",""effect"":""cure_mental"",""targets"":[""infatuation"",""taunt"",""encore"",""disable"",""torment"",""heal_block""],""consumable"":true}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mental-herb.png
meowth-candy,Bonbon Miaouss,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""meowth""}",
meowth-fur,Poils de Miaouss,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
metagrossite,Métalossite,"Une variété de Méga-Gemme. Tenue par un Métalosse, elle lui permet de méga-évoluer durant un combat.",mega-stones,0,false,true,"{""type"":""mega_stone"",""pokemon"":""metagross""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metagrossite.png
metal-coat,Peau Métal,Objet à tenir. Pellicule métallique spéciale qui monte la puissance des capacités de type Acier.,type-enhancement,2000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""steel""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metal-coat.png
metal-powder,Poudre Métal,"Objet à faire tenir à Métamorph. Cette poudre étrange, très fine mais résistante, booste sa Défense.",species-specific,1000,false,true,"{""stat"":""defense"",""type"":""held"",""value"":2,""effect"":""stat_multiply"",""pokemon"":""ditto""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metal-powder.png
meteorite,Météorite,"Une météorite qui s’est écrasée sur le Site Météore, trouvée au Mont Chimnée.",plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite.png
meteorite--2,Météorite,Une météorite trouvée au Mont Chimnée. Elle émet une légère lueur.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite--2.png
meteorite--3,Météorite,"Une météorite trouvée au Mont Chimnée. Elle émet une faible lueur de façon continue, et est légèrement tiède au toucher.",unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite--3.png
meteorite--4,Météorite,"Une météorite trouvée au Mont Chimnée. Un étrange symbole est gravé à sa surface, et luit des sept couleurs de l’arc-en-ciel.",unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite--4.png
meteorite-shard,Éclat Météorite,L’un des fragments de météorite tombés dans la Grotte Granite. Il est légèrement tiède au toucher.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/meteorite-shard.png
metronome,Métronome,Objet à tenir boostant une capacité utilisée à répétition. L’effet s’annule si une autre capacité est utilisée.,held-items,4000,false,true,"{""type"":""held"",""effect"":""consecutive_use_boost"",""maxValue"":2,""baseValue"":1.2}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/metronome.png
mew-candy,Bonbon Mew,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""mew""}",
mewnium-z--bag,Mewzélite,"Permet de concentrer la Force Z en un cristal, qui autorise le Mew qui le tient à transformer son Psyko en capacité Z.",unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewnium-z--bag.png
mewnium-z--held,Mewzélite,"Une cristallisation de la Force Z, permettant de transformer le Psyko de Mew en capacité Z.",z-crystals,0,false,true,"{""type"":""z_crystal"",""pokemon"":""mew"",""baseMove"":""psychic""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewnium-z--held.png
mewtwo-candy,Bonbon Mewtwo,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""mewtwo""}",
mewtwonite-x,Mewtwoïte X,"Une variété de Méga-Gemme. Tenue par Mewtwo, elle lui permet de méga-évoluer durant un combat.",mega-stones,0,false,true,"{""type"":""mega_stone"",""forme"":""mega-x"",""pokemon"":""mewtwo""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewtwonite-x.png
mewtwonite-y,Mewtwoïte Y,"Une variété de Méga-Gemme. Tenue par Mewtwo, elle lui permet de méga-évoluer durant un combat.",mega-stones,0,false,true,"{""type"":""mega_stone"",""forme"":""mega-y"",""pokemon"":""mewtwo""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewtwonite-y.png
micle-berry,Baie Micle,"Tenue, cette Baie augmente une fois la Précision d’une capacité en cas de besoin.",in-a-pinch,80,false,true,"{""stat"":""accuracy"",""type"":""held"",""effect"":""pinch_stat_boost"",""stages"":1,""threshold"":0.25,""consumable"":true}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/micle-berry.png
mienfoo-claw,Griffe de Kungfouine,,tm-materials,40,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
mighty-candy,Bonbon Force S,Un bonbon plein d’énergie. Il augmente l’Attaque d’un Pokémon.,vitamins,20,false,true,"{""stat"":""attack"",""type"":""ev_boost"",""value"":1}",
mighty-candy-l,Bonbon Force M,Un gros bonbon plein d’énergie. Il augmente l’Attaque d’un Pokémon de niveau 30 ou supérieur.,vitamins,20,false,true,"{""stat"":""attack"",""type"":""ev_boost"",""value"":1}",
mighty-candy-xl,Bonbon Force L,Un énorme bonbon plein d’énergie. Il augmente l’Attaque d’un Pokémon de niveau 60 ou supérieur.,vitamins,20,false,true,"{""stat"":""attack"",""type"":""ev_boost"",""value"":1}",
mild-mint,Aromate Doux,"Si un Pokémon hume cet aromate, son Attaque Spéciale montera plus facilement, mais sa Défense se développera plus lentement.",nature-mints,20,false,true,"{""type"":""nature_change"",""nature"":""mild"",""boosted"":""sp_atk"",""lowered"":""defense""}",
mimikium-z--bag,Mimiquizélite,"Permet de concentrer la Force Z en un cristal, qui autorise le Mimiqui qui le tient à transformer sa capacité Câlinerie en capacité Z.",unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mimikium-z--bag.png
mimikium-z--held,Mimiquizélite,"Une cristallisation de la Force Z, permettant de transformer la capacité Câlinerie d’un Mimiqui en capacité Z.",unused,0,false,false,"{""type"":""z_crystal"",""pokemon"":""mimikyu"",""baseMove"":""play-rough""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mimikium-z--held.png
mimikyu-scrap,Tissu de Mimiqui,,tm-materials,40,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
mind-plate,Plaque Esprit,Objet à tenir. Tablette en pierre augmentant la puissance des capacités de type Psy.,plates,1000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""psychic"",""arceus_type"":""psychic""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mind-plate.png
mint-tablecloth,Nappe Menthe,,picnic,1000,false,true,"{""type"":""decoration""}",
miracle-seed,Graine Miracle,Objet à tenir. Graine remplie de vie qui monte la puissance des capacités de type Plante.,type-enhancement,1000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""grass""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/miracle-seed.png
miraidons-poke-ball,Poké Ball de Miraidon,,event-items,0,false,true,"{""type"":""key_item""}",
mirror-herb,Feuille Copieuse,,held-items,30000,false,true,"{""type"":""held"",""effect"":""copy_stat_boosts"",""consumable"":true}",
misdreavus-tears,Larme de Feuforêve,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
misty-seed,Graine Brume,Objet à tenir. Augmente la Défense lorsque le terrain est couvert d’un Champ Brumeux.,held-items,4000,false,true,"{""type"":""held"",""boosts"":{""sp_def"":1},""effect"":""on_terrain"",""terrain"":""misty"",""consumable"":true}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/misty-seed.png
mixed-mushrooms,Champignons,Un ingrédient de cuisine pour le camping. La texture unique de chaque champignon influence la sensation en bouche du curry.,curry-ingredients,400,false,true,"{""type"":""ingredient""}",
modest-mint,Aromate Modeste,"Si un Pokémon hume cet aromate, son Attaque Spéciale montera plus facilement, mais son Attaque se développera plus lentement.",nature-mints,20,false,true,"{""type"":""nature_change"",""nature"":""modest"",""boosted"":""sp_atk"",""lowered"":""attack""}",
moltres-candy,Bonbon Sulfura,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""moltres""}",
monstrous-tablecloth,Nappe Kaiju,,picnic,2000,false,true,"{""type"":""decoration""}",
moomoo-cheese,Fromage Meumeu,"Un ingrédient de cuisine pour le camping. Une fois fondu, il apporte une dose d’onctuosité au curry.",curry-ingredients,2200,false,true,"{""type"":""ingredient""}",
moomoo-milk,Lait Meumeu,Un lait très nourrissant. Restaure 100 PV à un Pokémon.,healing,600,true,true,"{""type"":""heal"",""value"":100}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moomoo-milk.png
moon-ball,Lune Ball,Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon évoluant avec une Pierre Lune.,apricorn-balls,0,false,true,"{""type"":""catch"",""condition"":""moon_stone_evolution"",""baseMultiplier"":1,""conditionMultiplier"":4}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moon-ball.png
moon-flute,Flûte de la Lune,Une flûte dont le timbre permettait d’exprimer sa reconnaissance au Pokémon légendaire de la lune.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moon-flute.png
moon-stone,Pierre Lune,Une pierre étrange qui fait évoluer certaines espèces de Pokémon. Elle est noire comme la nuit.,evolution,3000,false,true,"{""type"":""evolution""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moon-stone.png
mosaic-mail,Lettremosaïk,,all-mail,50,false,true,"{""type"":""mail""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mosaic-mail.png
mr-mime-candy,Bonbon M. Mime,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""mr-mime""}",
mudbray-mud,Boue de Tiboudet,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
munchlax-fang,Croc de Goinfrex,,tm-materials,40,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
murkrow-bauble,Trésor de Cornèbre,,tm-materials,100,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
muscle-band,Bandeau Muscle,Objet à tenir. Bandeau augmentant légèrement la puissance des attaques physiques.,held-items,4000,false,true,"{""type"":""held"",""value"":1.1,""effect"":""category_boost"",""category"":""physical""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/muscle-band.png
muscle-mochi,Mochi Force,,vitamins,125,false,true,"{""type"":""other""}",
muscle-wing,Plume Force,Objet à utiliser sur un Pokémon. Il augmente un peu son Attaque lors d’une montée de niveau.,vitamins,300,false,true,"{""type"":""other""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/muscle-wing.png
mustard,Moutarde,,sandwich-ingredients,130,false,true,"{""type"":""ingredient""}",
mystery-egg,Œuf Mystère,Un œuf étrange confié par M. Pokémon. Personne ne sait ce qu’il contient.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mystery-egg.png
mystic-water,Eau Mystique,Objet à tenir. Gemme en forme de goutte d’eau montant la puissance des capacités de type Eau.,type-enhancement,1000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""water""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mystic-water.png
mysticticket,Ticketmystik,,event-items,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mysticticket.png
n-lunarizer--merge,Necroluna,Un appareil permettant à un Necrozma assoiffé de lumière de fusionner avec Lunala.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-lunarizer--merge.png
n-lunarizer--split,Necroluna,Un appareil permettant d’annuler la fusion d’un Necrozma assoiffé de lumière avec Lunala.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-lunarizer--split.png
n-solarizer--merge,Necrosol,Un appareil permettant à un Necrozma assoiffé de lumière de fusionner avec Solgaleo.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-solarizer--merge.png
n-solarizer--split,Necrosol,Un appareil permettant d’annuler la fusion d’un Necrozma assoiffé de lumière avec Solgaleo.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/n-solarizer--split.png
nacli-salt,Sel de Selutin,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
naive-mint,Aromate Naïf,"Si un Pokémon hume cet aromate, sa Vitesse montera plus facilement, mais sa Défense Spéciale se développera plus lentement.",nature-mints,20,false,true,"{""type"":""nature_change"",""nature"":""naive"",""boosted"":""speed"",""lowered"":""sp_def""}",
nanab-berry,Baie Nanab,Baie très rare à Unys. Les amateurs en donnent un bon prix.,baking-only,200,false,true,"{""type"":""ingredient""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nanab-berry.png
naughty-mint,Aromate Mauvais,"Si un Pokémon hume cet aromate, son Attaque montera plus facilement, mais sa Défense Spéciale se développera plus lentement.",nature-mints,20,false,true,"{""type"":""nature_change"",""nature"":""naughty"",""boosted"":""attack"",""lowered"":""sp_def""}",
nest-ball,Faiblo Ball,Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon les plus faibles.,special-balls,1000,false,true,"{""type"":""catch"",""condition"":""low_level_target"",""baseMultiplier"":1,""conditionMultiplier"":""variable""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nest-ball.png
net-ball,Filet Ball,Une Poké Ball un peu spéciale qui fonctionne particulièrement bien sur les Pokémon Eau ou Insecte.,special-balls,1000,false,true,"{""type"":""catch"",""condition"":""water_or_bug_type"",""baseMultiplier"":1,""conditionMultiplier"":3.5}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/net-ball.png
never-melt-ice,Glace Éternelle,Objet à tenir. Morceau de glace qui réfléchit la chaleur et monte la puissance des capacités de type Glace.,type-enhancement,1000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""ice""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/never-melt-ice.png
nidoran-f-candy,Bonbon Nidoran♀,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""nidoran-f""}",
nidoran-m-candy,Bonbon Nidoran♂,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""nidoran-m""}",
noibat-fur,Poils de Sonistrelle,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
nomel-berry,Baie Tronci,Baie très rare à Unys. Les amateurs en donnent un bon prix.,baking-only,20,false,true,"{""type"":""ingredient""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nomel-berry.png
noodles,Nouilles,,sandwich-ingredients,280,false,true,"{""type"":""ingredient""}",
normal-gem,Joyau Normal,Objet à tenir. Joyau augmentant une fois la puissance des capacités de type Normal.,jewels,4000,false,true,"{""type"":""held"",""value"":1.3,""effect"":""type_boost_once"",""moveType"":""normal"",""consumable"":true}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normal-gem.png
normal-tera-shard,Téra-Éclat Normal,,tera-shard,500,false,true,"{""type"":""tera_shard"",""teraType"":""normal""}",
normalium-z--bag,Normazélite,"Permet de concentrer la Force Z en un cristal, qui autorise son porteur à transformer ses capacités de type Normal en capacité Z.",unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normalium-z--bag.png
normalium-z--held,Normazélite,"Une cristallisation de la Force Z, permettant de transformer les capacités de type Normal en capacité Z.",z-crystals,0,false,true,"{""type"":""z_crystal"",""zType"":""normal""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normalium-z--held.png
nosepass-fragment,Fragment de Tarinor,,tm-materials,40,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
nugget,Pépite,Pépite d’or pur qui brille magnifiquement. Peut être vendue à bon prix aux magasins.,loot,10000,false,true,"{""type"":""collectible"",""sellable"":true}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/nugget.png
numel-lava,Lave de Chamallot,,tm-materials,80,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
nymble-claw,Griffe de Lilliterelle,,tm-materials,60,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
oaks-letter,Lettre Chen,Lettre du Prof. Chen vous demandant de vous rendre sur la Route 224.,event-items,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oaks-letter.png
oaks-parcel,Colis Chen,,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oaks-parcel.png
occa-berry,Baie Chocco,"Tenue, cette Baie affaiblit une attaque ennemie super efficace de type Feu.",type-protection,80,false,true,"{""type"":""held"",""value"":0.5,""effect"":""type_resist_berry"",""consumable"":true,""resistType"":""fire""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/occa-berry.png
odd-incense,Encens Bizarre,Objet à tenir. Encens au parfum exotique augmentant la puissance des capacités de type Psy.,type-enhancement,2000,false,true,"{""type"":""held"",""value"":1.2,""effect"":""type_boost"",""moveType"":""psychic""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/odd-incense.png
odd-keystone,Clé de Voûte,Objet très important qui empêche une tour en pierre de s’écrouler. Des bruits de voix en sortent parfois.,dex-completion,2100,false,true,"{""type"":""collectible"",""usage"":""fossil_or_dex""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/odd-keystone.png
oddish-candy,Bonbon Mystherbe,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""oddish""}",
old-amber,Vieil Ambre,Un morceau d’ambre contenant l’ADN d’un ancien Pokémon. Il est de couleur jaune.,dex-completion,10000,false,true,"{""type"":""collectible"",""usage"":""fossil_or_dex""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-amber.png
old-charm,Vieux Grigri,Un ancien porte-bonheur fait d’os de Pokémon à porter à la doyenne de Célestia.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-charm.png
old-gateau,Vieux Gâteau,Spécialité du Vieux Château. Il soigne tous les problèmes de statut d’un Pokémon.,status-cures,350,false,true,"{""type"":""cure"",""target"":""all""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-gateau.png
old-letter,Lettre Jaunie,"Une lettre confiée par une petite fille, dont le destinataire est un petit garçon. Elle semble jaunie par le temps...",plot-advancement,0,false,true,"{""type"":""key_item""}",
old-rod,Canne,Une vieille canne usée. Utilisez-la pour pêcher des Pokémon sauvages dans les points d’eau.,gameplay,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-rod.png
old-sea-map,Vieillecarte,,event-items,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-sea-map.png
olive-oil,Huile d'Olive,,sandwich-ingredients,300,false,true,"{""type"":""ingredient""}",
omanyte-candy,Bonbon Amonita,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""omanyte""}",
onion,Oignon,,sandwich-ingredients,130,false,true,"{""type"":""ingredient""}",
onix-candy,Bonbon Onix,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""onix""}",
oran-berry,Baie Oran,Baie qui restaure 10 PV lorsqu’elle est tenue par un Pokémon.,medicine,80,false,true,"{""type"":""medicine""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oran-berry.png
orange-dish,Assiette Orange,,picnic,0,false,true,"{""type"":""decoration""}",
orange-mail,Lettre Oranj,,all-mail,50,false,true,"{""type"":""mail""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/orange-mail.png
orange-petal,Pétale Orange,Un pétale pressé qu’Althéo vous a remis lors de l’Épreuve d’Oléa. Il y en a sept à collectionner.,unused,0,false,false,"{""type"":""no_effect""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/orange-petal.png
oranguru-fur,Poils de Gouroutan,,tm-materials,120,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
oricorio-feather,Plume de Plumeline,,tm-materials,100,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
orthworm-tarnish,Rouille de Ferdeter,,tm-materials,200,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
oval-charm,Charme Ovale,Un mystérieux charme rond qui permet de trouver plus facilement des Œufs à la Pension Pokémon.,gameplay,0,false,true,"{""type"":""key_item"",""effect"":""egg_rate_boost""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oval-charm.png
oval-stone,Pierre Ovale,Pierre étrange qui fait évoluer certaines espèces de Pokémon. Elle a la forme d’un œuf.,evolution,2000,false,true,"{""type"":""evolution""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oval-stone.png
pachirisu-fur,Poils de Pachirisu,,tm-materials,100,false,true,"{""type"":""material"",""usage"":""tm_crafting""}",
pack-of-potatoes,Pommes de Terre,Un ingrédient de cuisine pour le camping. Ces féculents permettent d’atténuer le piquant du curry pour le rendre plus doux.,curry-ingredients,400,false,true,"{""type"":""ingredient""}",
packaged-curry,Curry Instantané,Un ingrédient de cuisine pour le camping. À ajouter au curry pour corriger les erreurs de préparation.,curry-ingredients,950,false,true,"{""type"":""ingredient""}",
pair-of-tickets,Ticket Duo,Un ticket pour deux personnes pour le spectacle d’astronomie se déroulant au Centre Spatial d’Algatia.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pair-of-tickets.png
pal-pad,Registre Ami,"Un carnet bien pratique pour enregistrer vos amis, les codes ami et des données de jeu.",gameplay,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pal-pad.png
pamtre-berry,Baie Palma,Baie très rare à Unys. Les amateurs en donnent un bon prix.,baking-only,20,false,true,"{""type"":""ingredient""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pamtre-berry.png
paralyze-heal,Anti-Para,Un médicament sous forme de spray. Soigne un Pokémon de la paralysie.,status-cures,200,false,true,"{""type"":""cure"",""target"":""paralysis""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/paralyze-heal.png
paras-candy,Bonbon Paras,Un bonbon plein d’énergie. Il augmente toutes les stats d’un certain Pokémon.,species-candies,20,false,true,"{""type"":""species_candy"",""pokemon"":""paras""}",
parasol-pick,Pique Parasol,,picnic,800,false,true,"{""type"":""decoration""}",
parcel,Colis,Paquet qu’on vous a confié. Vous devez le remettre à votre ami d’enfance qui a quitté Bonaugure.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/parcel.png
parcel--letsgo,Colis,Un paquet à livrer au Professeur Chen de la part de la Boutique Pokémon de Jadielle.,plot-advancement,0,false,true,"{""type"":""key_item""}",
park-ball,Parc Ball,Une Poké Ball spéciale utilisée au Parc des Amis.,standard-balls,0,false,true,"{""type"":""catch"",""baseMultiplier"":1}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/park-ball.png
party-sparkler-pick,Pique Feu d'Artifice,,picnic,1600,false,true,"{""type"":""decoration""}",
pass,Passe Train,Un ticket nécessaire pour monter à bord du Train Magnétique. Utilisable à volonté.,plot-advancement,0,false,true,"{""type"":""key_item""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pass.png
pass-orb,Offrisphère,Sphère mystérieuse contenant l’Aura d’Unys et utilisable avec l’Offri-Aura.,held-items,200,false,true,"{""type"":""held"",""effect"":""miracle_shooter""}",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pass-orb.png
